AF;2109;Lāsh-e Juwayn
AF;2104;Pur Chaman
AF;2111;Pusht-e Rōd
AF;2108;Qal‘ah-ye Kāh
AF;2110;Shayb Kōh
AF;1811;Khān-e Chahār Bāgh
AF;1803;Almār
AF;1812;Andkhōy
AF;1806;Bal Chirāgh
AF;1809;Dowlatābād
AF;1807;Gurzīwān
AF;1813;Khwājah Sabz Pōsh
AF;1805;Kōhistān
AF;1801;Maīmanah
AF;1802;Pas̲h̲tūn Kōṯ
AF;1804;Qaīşār
AF;1810;Qaram Qōl
AF;1814;Qurghān
AF;1808;Shīrīn Tagāb
AF;611;Āb Band
AF;605;Ajristān
AF;614;Andaṟ
AF;602;Bahrām-e Shahīd
AF;615;Deh Yak
AF;601;Ghaznī
AF;612;Gīrō
AF;607;Jāghūrī
AF;603;Khwājah ‘Omarī
AF;606;Mālistān
AF;608;Muqêr
AF;610;Nāwah
AF;604;Nāwur
AF;613;Qarah Bāgh
AF;617;Rashīdān
AF;618;Wāghaz̧
AF;619;Walī Muḩammad Shahīd Khūgyāṉī
AF;616;Zanakhān
AF;2701;Chaghcharān
AF;2708;Chahār Şadah
AF;2710;Dū Laīnah
AF;2709;Dowlatyār
AF;2707;La‘l wa Sar Jangal
AF;2706;Pasāband
AF;2704;Sāghar
AF;2702;Shahrak
AF;2705;Taywarah
AF;2703;Tūlak
AF;2305;Bāghrān
AF;2310;Dīshū
AF;2303;Kajakī
AF;2301;Lashkar Gāh
AF;2304;Mūsá Qal‘ah
AF;2308;Nād ‘Alī
AF;2302;Nahr-e Sarāj
AF;2309;Nāwah-ye Bārakzaī
AF;2313;Rēg-e Khān Neshīn
AF;2312;Sangīn
AF;2307;Wāshēr
AF;2011;Adraskan
AF;2015;Chisht-e Sharīf
AF;2013;Farsī
AF;2009;Ghōriyān
AF;2007;Gulrān
AF;2002;Injīl
AF;2005;Karukh
AF;2008;Kuhsān
AF;2006;Kushk
AF;2016;Kushk-e Kuhnah
AF;2003;Guz̄arah
AF;2012;Ōbêh
AF;2004;Pas̲h̲tūn Zarghūn
AF;2014;Shīnḏanḏ
AF;2010;Zindah Jān
AF;110;Bagrāmī
AF;109;Chahār Āsyāb
AF;102;Deh-e Sabz
AF;115;Farzah
AF;113;Gul Darah
AF;106;Istālif
AF;104;Kalakān
AF;111;Khāk-e Jabār
AF;103;Mīr Bachah Kōṯ
AF;114;Mūsahī
AF;108;Paghmān
AF;105;Qarah Bāgh
AF;107;Shakar Darah
AF;206;Alah Sāy
AF;202;Ḩişah-ye Awal-e Kōhistān
AF;207;Ḩişah-ye Duwum-e Kōhistān
AF;203;Kōh Band
AF;201;Maḩmūd-e Rāqī
AF;204;Nijrāb
AF;205;Tagāb
AF;2403;Shāh Walī Kōṯ
AF;506;Azrah
AF;503;Barakī Barak
AF;502;Charkh
AF;507;Kharwār
AF;504;Khōshī
AF;505;Muḩammad Āghah
AF;501;Pul-e ‘Alam
AF;810;Achīn
AF;817;Batī Kōṯ
AF;821;Bihsūd
AF;806;Chaparhār
AF;820;Darah-ye Nūr
AF;808;Deh Bālā
AF;812;Dur Bābā
AF;816;Gōshtah
AF;803;Ḩişārak
AF;801;Jalālābād
AF;818;Kāmah
AF;805;Khūgyāṉī
AF;822;Kōṯ
AF;819;Kūz Kunaṟ
AF;815;La‘lpūr
AF;814;Mohmand Darah
AF;811;Nāziyān
AF;807;Pachīr wa Āgām
AF;809;Rōdāt
AF;804;Shērzād
AF;813;Shīnwār
AF;802;Surkh Rōd
AF;2203;Chahār Burjak
AF;2202;Kang
AF;2205;Khāsh Rōd
AF;2201;Zaranj
AF;2404;Arghandāb
AF;2412;Arghistān
AF;2402;Dāmān
AF;2406;Ghōrak
AF;2405;Khākrēz
AF;2413;Ma‘rūf
AF;2407;Maywand
AF;2414;Myā Neshīn
AF;2415;Nēsh
AF;2408;Panjwā’ī
AF;2409;Rēgistān
AF;2410;Shōrābak
AF;2411;Spīn Bōldak
AF;2416;Zhaṟêy
AF;1405;‘Alīābād
AF;1407;Dasht-e Archī
AF;1402;Imām Şāḩib
AF;1406;Khānābād
AF;1403;Qal‘ah-ye Zāl
AF;1213;Bahārak
AF;1202;Bangī
AF;1209;Chāh Āb
AF;1204;Chāl
AF;1211;Darqad
AF;1214;Dasht-e Qal‘ah
AF;1206;Farkhār
AF;1215;Hazār Sumūch
AF;1203;Ishkamish
AF;1207;Kalafgān
AF;1216;Khwājah Bahāwuddīn
AF;1212;Khwājah Ghār
AF;1217;Namak Āb
AF;1208;Rustāq
AF;1201;Tāluqān
AF;1205;Warsaj
AF;1210;Yangī Qal‘ah
AF;406;Chak-e Wardak
AF;403;Ḩişah-ye Awal-e Bihsūd
AF;409;Jaghatū
AF;402;Jalrayz
AF;401;Maīdān Shahr
AF;407;Sayyidābād
AF;2503;Arghandāb
AF;2508;Aṯghar
AF;2504;Dāychōpān
AF;2510;Kākar
AF;2505;Mīzān
AF;2511;Now Bahār
AF;2502;Shāh Jōy
AF;2509;Shamulzaī
AF;2507;Shīnkaī
AF;2506;Tarnêk wa Jaldak
AF;2909;Bêrmal
AF;2903;Ḏīlah
AF;2910;Giyān
AF;2906;Gōmal
AF;2916;Jānī Khēl
AF;2915;Mutā Khān
AF;2913;Nīkêh
AF;2907;Ōmnah
AF;2911;Urgun District
AF;2914;Sar Rowẕah
AF;2908;Saṟōbī
AF;2901;Sharan
AF;2917;Têrwō
AF;2904;Wāzah Khwāh
AF;2905;Wuṟ Mamay
AF;2918;Yaḩyá Khēl
AF;2919;Yōsuf Khēl
AF;2902;Zarghūn Shahr
AF;2912;Zīṟūk
AF;1607;Chahār Bōlak
AF;1611;Chahār Kent
AF;1608;Chimtāl
AF;1612;Dehdādī
AF;1605;Dowlatābād
AF;1613;Kaldār
AF;1614;Khulm
AF;1610;Kishindeh
AF;1615;Mārmul
AF;1604;Shōr Tepah
AF;1603;Zārī
AF;1706;Āqchah
AF;1703;Darzāb
AF;1708;Faīẕābād
AF;1709;Khamyāb
AF;1710;Khānaqāh
AF;1702;Khwājah Dū Kōh
AF;1707;Mardīān
AF;1704;Mingajik
AF;1705;Qarqīn
AF;1711;Qūsh Tepah
AF;1701;Shibirghān
AF;1501;Aībak
AF;1503;Darah-ye Şūf-e Bālā
AF;1504;Darah-ye Şūf-e Pā’īn
AF;1507;Fayrōz Nakhchīr
AF;1502;Ḩaẕrat-e Sulţān
AF;1506;Khuram wa Sār Bāgh
AF;1505;Rūy Dūāb
AF;3104;Balkhāb
AF;3107;Gōsfandī
AF;3103;Kōhistānāt
AF;3102;Sangchārak
AF;3101;Sar-e Pul
AF;3106;Şayād
AF;3105;Sōzmah Qal‘ah
AF;1001;Asadābād
AF;1003;Bar Kunaṟ
AF;1009;Chapah Darah
AF;1012;Tsowkêy
AF;1004;Dāngām
AF;1010;Darah-ye Pēch
AF;1006;Ghāzīābād
AF;1014;Khāş Kunaṟ
AF;1002;Marawarah
AF;1011;Narang
AF;1005;Nāṟay
AF;1013;Nūrgal
AF;1007;Shīgal wa Shêltan
AF;1008;Wuṯahpūr
AF;903;‘Alīngār
AF;905;‘Alīsheng
AF;904;Dowlat Shāh
AF;901;Mehtar Lām
AF;902;Qarghah’ī
AF;705;Aḩmadābād
AF;708;Tsamkanī
AF;707;Ḏanḏ Paṯān
AF;701;Gardez
AF;711;Jājī
AF;706;Jānī Khēl
AF;709;Lajah Aḩmad Khēl
AF;710;Sayyid Karam
AF;703;Shwāk
AF;704;Dzadrān
AF;702;Zurmat
AF;3210;Bāk
AF;3211;Gurbuz
AF;3202;Jājī Maīdān
AF;3201;Khōst
AF;3206;Mandūzaī
AF;3205;Mūsá Khēl
AF;3208;Nādir Shāh Kōṯ
AF;3212;Qalandar
AF;3209;Şabarī
AF;3213;Shamul
AF;3204;Spērah
AF;3207;Têrayzaī
AF;3005;Barg-e Matāl
AF;3007;Dū Āb
AF;3002;Kāmdēsh
AF;3004;Mandōl
AF;3008;Nūrgarām
AF;3001;Pārūn
AF;3006;Wāmā
AF;3003;Wāygal
AF;2602;Chōrah
AF;2605;Deh Rāwud
AF;2603;Khāş Uruzgān
AF;2604;Shahīd-e Ḩasās
AF;2601;Tarīn Kōṯ
AF;308;Bagrām
AF;301;Chārīkār
AF;302;Jabal us Sarāj
AF;309;Kōh-e Şāfī
AF;303;Sālang
AF;310;Sayyid Khēl
AF;306;Shaykh ‘Alī
AF;304;Shīnwārī
AF;305;Siyāhgird Ghōrband
AF;3406;Gaytī
AF;3402;Gīzāb
AF;3403;Ishtarlay
AF;3404;Kajrān
AF;3405;Khadīr
AF;3407;Mīr Āmōr
AF;3401;Nīlī
AF;3408;Sang-e Takht
AF;3409;Shahristān
AF;3306;‘Unābah
AF;3301;Bāzārak
AF;3302;Darah
AF;3303;Khinj
AF;3304;Parīān
AF;3307;Rukhah
AF;3305;Shutul
AF;101;Kabul
AF;1401;Kunduz
AF;2204;Chakhansur
AF;2101;Farah
AF;2801;Bamyan
AF;1301;Puli Khumri
AF;112;Surobi
AF;2501;Qalāt
AF;1104;Kuran Wa Munjan
AF;2802;Shibar
AF;307;Surkhi Parsa
AF;2311;Garmsīr
AF;1602;Nahri Shahi
AF;1609;Sholgara
AF;405;Day Mirdad
AF;1404;Chahar Dara
AF;3203;Tani
AF;1015;Sirkanay
AF;404;Markazi Bihsud
AF;408;Nirkh
AF;1601;Mazār-e Sharīf
AF;2001;Herat District
AF;2306;Naw Zad
AF;2401;Kandahar District
AF;1606;Balkh District
AL;20;Rrethi i Sarandës
AL;30;Rrethi i Delvinës
AL;26;Rrethi i Tropojës
AL;22;Rrethi i Skraparit
AL;19;Rrethi i Pukës
AL;18;Rrethi i Pogradecit
AL;17;Rrethi i Përmetit
AL;16;Rrethi i Mirditës
AL;15;Rrethi i Matit
AL;13;Rrethi i Librazhdit
AL;11;Rrethi i Kukësit
AL;09;Rrethi i Korçës
AL;08;Rrethi i Kolonjës
AL;07;Rrethi i Gramshit
AL;06;Rrethi i Gjirokastrës
AL;04;Rrethi i Elbasanit
AL;02;Rrethi i Dibrës
AL;01;Rrethi i Beratit
AL;32;Rrethi i Hasit
AL;29;Rrethi i Bulqizës
AL;31;Rrethi i Devollit
AL;27;Rrethi i Vlorës
AL;28;Rrethi i Tiranës
AL;23;Rrethi i Tepelenës
AL;21;Rrethi i Shkodrës
AL;14;Rrethi i Lushnjës
AL;12;Lezhë
AL;10;Rrethi i Krujës
AL;05;Fier
AL;03;Durrës District
AL;33;Rrethi i Kavajës
AL;34;Rrethi i Kuçovës
AL;35;Rrethi i Kurbinit
AL;37;Rrethi i Mallakastrës
AL;36;Rrethi i Malësia e Madhe
AL;38;Rrethi i Peqinit
AL;10944368;Bashkia Berat
AL;10944369;Bashkia Kuçovë
AL;10944370;Bashkia Poliçan
AL;10944371;Bashkia Skrapar
AL;10944372;Bashkia Ura Vajgurore
AL;10944373;Bashkia Bulqizë
AL;10944374;Bashkia Dibër
AL;10944375;Bashkia Klos
AL;10944376;Bashkia Mat
AL;10944377;Bashkia Durrës
AL;10944378;Bashkia Krujë
AL;10944379;Bashkia Shijak
AL;10944380;Bashkia Elbasan
AL;10944381;Bashkia Belsh
AL;10944382;Bashkia Cërrik
AL;10944383;Bashkia Gramsh
AL;10944384;Bashkia Librazhd
AL;10944385;Bashkia Peqin
AL;10944386;Bashkia Prrenjas
AL;10944387;Bashkia Divjakë
AL;10944388;Bashkia Fier
AL;10944390;Bashkia Mallakastër
AL;10944391;Bashkia Patos
AL;10944392;Bashkia Roskovec
AL;10944393;Bashkia Dropull
AL;10944394;Bashkia Gjirokastër
AL;10944395;Bashkia Kelcyrë
AL;10944396;Bashkia Libohovë
AL;10944397;Bashkia Memaliaj
AL;10944398;Bashkia Përmet
AL;10944399;Bashkia Tepelenë
AL;10944400;Bashkia Devoll
AL;10944401;Bashkia Kolonjë
AL;10944402;Bashkia Korçë
AL;10944403;Bashkia Maliq
AL;10944404;Bashkia Pogradec
AL;10944405;Bashkia Pustec
AL;10944406;Bashkia Has
AL;10944407;Bashkia Kukës
AL;10944408;Bashkia Tropojë
AL;10944409;Bashkia Kurbin
AL;10944410;Bashkia Lezhë
AL;10944411;Bashkia Mirditë
AL;10944412;Bashkia Fushë Arrës
AL;10944413;Bashkia Malësi e Madhe
AL;10944414;Bashkia Pukë
AL;10944415;Bashkia Shkodër
AL;10944416;Bashkia Vau i Dejës
AL;10944417;Bashkia Kamëz
AL;10944418;Bashkia Kavajë
AL;10944419;Bashkia Rrogozhinë
AL;10944420;Bashkia Tiranë
AL;10944421;Bashkia Vorë
AL;10944422;Bashkia Delvinë
AL;10944423;Bashkia Finiq
AL;10944424;Bashkia Himarë
AL;10944425;Bashkia Konispol
AL;10944426;Bashkia Sarandë
AL;10944427;Bashkia Selenicë
AL;10944428;Bashkia Vlorë
AM;174761;Sisian
AM;174959;Vayk'i Shrjan
AM;616200;Spandaryanskiy Rayon
AM;616205;Arabkir
AM;616233;Shaumyanskiy Rayon
AM;616323;Ordzhonikidzevskiy Rayon
AM;616436;Martuni
AM;616485;Leninskiy Rayon
AM;616624;Imeni Dvadtsati Shesti Komissarov Rayon
AM;7874001;Achtarak
AO;145530;Saurimo
AO;145723;Lucapa
AO;145775;Chitato
AO;145897;Cambulo
AO;875819;Rivungo
AO;875968;Muconda
AO;875997;Luena
AO;876017;Mavinga
AO;876125;Cameia
AO;876129;Bundas
AO;876176;Luau
AO;876198;Luacano
AO;876232;Léua
AO;876291;Dirico
AO;876307;Dala
AO;876631;Camanongue
AO;876723;Alto Zambeze
AO;2236396;Xá-Muteba
AO;2236499;Viana
AO;2236567;Uige Municipality
AO;2236714;Tomboco
AO;2236966;Soyo
AO;2236985;Songo
AO;2237127;Sanza Pombo
AO;2237144;Santa Cruz
AO;2237499;Quitexe Municipality
AO;2238174;Quimbele
AO;2238485;Quiculungo
AO;2238564;Quissama
AO;2238814;Quela
AO;2238826;Puri
AO;2238950;Município Pango Aluquém
AO;2239000;Nzeto
AO;2239019;Nóqui
AO;2239067;Negage Municipality
AO;2239093;Nambuangongo Municipality
AO;2239335;Caculama
AO;2239352;Mucaba
AO;2239519;Mbanza Congo
AO;2239696;Massango
AO;2239711;Marimba
AO;2239731;Maquela do Zombo
AO;2239859;Malanje Municipality
AO;2240384;Lucala
AO;2240415;Lubalo
AO;2240445;Luanda Municipality
AO;2240660;Cacongo
AO;2240685;Cunda-Dia-Baze
AO;2240688;Kiwaba Nzoji
AO;2240756;Icolo e Bengo
AO;2240905;Ngonguembo
AO;2240974;Golungo Alto
AO;2241454;Dembos
AO;2241484;Dande Municipality
AO;2241498;Damba
AO;2241620;Cuimba
AO;2241628;Cuilo
AO;2241665;Cuango
AO;2241967;Cazengo Municipality
AO;2242051;Caungula
AO;2242427;Capenda Camulemba
AO;2242475;Cahombo
AO;2242801;Cambambe
AO;2242997;Calandula
AO;2243120;Cacuso
AO;2243171;Cacuaco Municipality
AO;2243267;Cabinda
AO;2243355;Bungo
AO;2243420;Bula Atumba
AO;2243441;Buengas
AO;2243457;Buco Zau
AO;2243535;Bolongongo
AO;2243631;Município Bembe
AO;2243645;Belize
AO;2243811;Banga
AO;2243908;Ambuila Municipality
AO;2243911;Ambriz
AO;2243916;Ambaca
AO;2243921;Cangola
AO;3345496;Cela
AO;3345516;Virei
AO;3345667;Ucuma
AO;3345788;Tômbwa
AO;3345909;Chinjenje
AO;3345923;Chicala Cholohanga
AO;3346014;Sumbe
AO;3346113;Seles
AO;3346489;Quirima
AO;3346496;Quipungo
AO;3346556;Quilengues
AO;3346558;Quilenda
AO;3346597;Quibala
AO;3346659;Porto Amboim
AO;3346850;Ombadja
AO;3346941;Nharea
AO;3347005;Nancova
AO;3347017;Namibe
AO;3347028;Namacunde
AO;3347070;Mussende
AO;3347110;Mungo
AO;3347352;Menongue
AO;3347423;Matala
AO;3347614;Luquembo
AO;3347741;Luchazes
AO;3347760;Lubango
AO;3347852;Longonjo
AO;3347879;Londuimbali
AO;3347937;Lobito
AO;3347989;Libolo
AO;3348075;Cuvango
AO;3348077;Cuito
AO;3348093;Cachiungo
AO;3348165;Jamba
AO;3348286;Humpata
AO;3348311;Huambo
AO;3348578;Ganda
AO;3348773;Ecunha
AO;3348792;Ebo
AO;3348986;Cuvelai
AO;3349045;Curoca
AO;3349078;Cunhinga
AO;3349148;Cuito Cuanavale
AO;3349179;Cuemba
AO;3349195;Cuchi
AO;3349225;Cubal
AO;3349237;Cuanhama
AO;3349243;Cuangar
AO;3349321;Conda
AO;3349404;Chongoroi
AO;3349514;Chitembo
AO;3349647;Chipindo
AO;3349722;Chinguar
AO;3349949;Chicomba
AO;3349996;Chibia
AO;3350009;Gambos
AO;3350370;Catabola
AO;3350385;Cassongue
AO;3350771;Cangandala
AO;3350916;Cambundi-Catembo
AO;3351012;Município Camacupa
AO;3351013;Camacupa
AO;3351015;Camucuio
AO;3351021;Caluquembe
AO;3351214;Calai
AO;3351267;Caimbambo
AO;3351306;Cahama
AO;3351379;Caconda
AO;3351386;Cacolo
AO;3351497;Caála
AO;3351597;Bocoio
AO;3351646;Bibala
AO;3351661;Benguela
AO;3351758;Município Balombo
AO;3351782;Bailundo
AO;3351785;Baía Farta
AO;3351882;Andulo
AO;3351905;Amboim
AO;9212598;Barkeol
AO;10401828;Município Cazenga
AO;10440258;Catumbela
AO;10440865;Belas
AO;10449850;Cacula
AO;10450082;Samba Cajú
AR;06882;Partido de Zárate
AR;30113;Departamento de Villaguay
AR;06861;Partido de Vicente López
AR;22168;Veinticinco de Mayo
AR;54119;Departamento de Veinticinco de Mayo
AR;30098;Departamento de Uruguay
AR;06840;Partido de Tres de Febrero
AR;06812;Partido de Tordillo
AR;06805;Partido de Tigre
AR;22161;Departamento de Tapenagá
AR;06791;Partido de Tandil
AR;30091;Departamento de Tala
AR;06784;Partido de Suipacha
AR;18175;Departamento de Sauce
AR;22154;Departamento de Sargento Cabral
AR;06778;Partido de San Vicente
AR;18168;Departamento de Santo Tomé
AR;18161;Departamento de San Roque
AR;06770;Partido de San Pedro
AR;54112;Departamento de San Pedro
AR;18154;Departamento de San Miguel
AR;18147;Departamento de San Martín
AR;18140;Departamento de San Luis del Palmar
AR;82098;Departamento de San Javier
AR;54105;Departamento de San Javier
AR;06756;Partido de San Isidro
AR;54098;Departamento de San Ignacio
AR;06749;Partido de San Fernando
AR;22140;Departamento de San Fernando
AR;18133;Departamento de San Cosme
AR;06742;Partido de San Cayetano
AR;06735;San Antonio de Areco
AR;06728;Partido de San Andrés de Giles
AR;06707;Partido de Saladillo
AR;18126;Departamento de Saladas
AR;06693;Partido de Roque Pérez
AR;06672;Partido de Rauch
AR;06658;Partido de Quilmes
AR;22126;Departamento del Primero de Mayo
AR;22119;Departamento de Presidencia de la Plaza
AR;34056;Departamento de Pirané
AR;34049;Departamento de Pilcomayo
AR;06638;Partido de Pilar
AR;34042;Departamento de Pilagás
AR;06630;Partido de Pila
AR;34035;Departamento de Patiño
AR;18119;Departamento de Paso de los Libres
AR;30084;Departamento de Paraná
AR;54091;Departamento de Oberá
AR;30077;Departamento de Nogoyá
AR;06581;Partido de Necochea
AR;06574;Partido de Navarro
AR;06568;Partido de Morón
AR;06560;Partido de Moreno
AR;18112;Departamento de Monte Caseros
AR;54084;Departamento de Montecarlo
AR;06547;Partido de Monte
AR;06539;Partido de Merlo
AR;06532;Partido de Mercedes
AR;18105;Departamento de Mercedes
AR;18098;Departamento de Mburucuyá
AR;06427;Partido de La Matanza
AR;06648;Partido de Presidente Perón
AR;06644;Partido de Pinamar
AR;06525;Partido de Marcos Paz
AR;06518;Partido de Mar Chiquita
AR;06511;Partido de Maipú
AR;06505;Partido de Magdalena
AR;06497;Partido de Luján
AR;06490;Partido de Lomas de Zamora
AR;06483;Partido de Lobos
AR;06476;Partido de Lobería
AR;22084;Departamento de Libertador General San Martín
AR;54077;Departamento de Libertador General San Martín
AR;22077;Departamento de Libertad
AR;54070;Departamento de Leandro N. Alem
AR;18091;Departamento de Lavalle
AR;06455;Partido de Las Flores
AR;06441;Partido de La Plata
AR;30070;Departamento de La Paz
AR;06434;Partido de Lanús
AR;34021;Departamento de Laishí
AR;06084;Partido de Benito Juárez
AR;06412;Partido de José C. Paz
AR;18084;Departamento de Ituzaingó
AR;18077;Departamento de Itatí
AR;06655;Partido de Punta Indio
AR;54063;Departamento de Iguazú
AR;54056;Departamento de Guaraní
AR;30056;Departamento de Gualeguaychú
AR;30049;Departamento de Gualeguay
AR;18070;Departamento de Goya
AR;06371;Partido de General San Martín
AR;06364;Partido de General Rodríguez
AR;06357;Partido de General Pueyrredón
AR;06343;Partido de General Paz
AR;18063;Departamento de General Paz
AR;82049;General Obligado Department
AR;54049;Departamento de General Manuel Belgrano
AR;06336;Partido de General Lavalle
AR;06329;Partido de General Las Heras
AR;06315;Partido de General Madariaga
AR;06308;Partido de General Guido
AR;22056;Departamento de General Donovan
AR;06301;Partido de General Belgrano
AR;18056;Departamento de General Alvear
AR;06280;Partido de General Alvarado
AR;34014;Departamento de Formosa
AR;06274;Partido de Florencio Varela
AR;30042;Departamento de Feliciano
AR;30028;Departamento de Federación
AR;06266;Partido de Exaltación de la Cruz
AR;06260;Partido de Esteban Echeverría
AR;18049;Departamento de Esquina
AR;06252;Partido de Escobar
AR;06245;Partido de Ensenada
AR;18042;Departamento de Empedrado
AR;54042;Departamento de Eldorado
AR;06238;Partido de Dolores
AR;18035;Departamento de Curuzú Cuatiá
AR;30015;Departamento de Concordia
AR;18028;Departamento de Concepción
AR;54035;Departamento de Concepción de la Sierra
AR;30008;Departamento de Colón
AR;06224;Partido de Chivilcoy
AR;06218;Partido de Chascomús
AR;06168;Partido de Castelli
AR;06161;Partido de Carmen de Areco
AR;06140;Partido de Capitán Sarmiento
AR;18021;Departamento de Capital
AR;54028;Departamento de Capital
AR;06134;Partido de Canuelas
AR;54021;Departamento de Candelaria
AR;06126;Partido de Campana
AR;54014;Departamento de Cainguás
AR;06119;Partido de Brandsen
AR;18014;Departamento de Berón de Astrada
AR;22014;Departamento de Bermejo
AR;06098;Partido de Berisso
AR;06091;Partido de Berazategui
AR;18007;Departamento de Bella Vista
AR;06077;Partido de Arrecifes
AR;06070;Partido de Baradero
AR;06063;Partido de Balcarce
AR;06049;Partido de Azul
AR;06042;Partido de Ayacucho
AR;06035;Partido de Avellaneda
AR;54007;Departamento de Apóstoles
AR;06028;Partido de Almirante Brown
AR;70133;Departamento de Zonda
AR;58112;Departamento de Zapala
AR;38112;Departamento de Yaví
AR;06875;Partido de Villarino
AR;30105;Departamento de Victoria
AR;82133;Departamento de Vera
AR;46056;Departamento de General Angel Peñaloza
AR;06854;Partido de Veinticinco de Mayo
AR;62091;Departamento de Veinticinco de Mayo
AR;70126;Departamento de Veinticinco de Mayo
AR;10112;Departamento de Valle Viejo
AR;38105;Departamento de Valle Grande
AR;70119;Departamento de Valle Fértil
AR;62084;Departamento de Valcheta
AR;42154;Departamento de Utracán
AR;94014;Departamento de Ushuaia
AR;14182;Departamento de Unión
AR;70112;Departamento de Ullúm
AR;50126;Departamento de Tupungato
AR;50119;Departamento de Tunuyán
AR;38098;Departamento de Tumbaya
AR;14175;Departamento de Tulumba
AR;06833;Partido de Tres Arroyos
AR;06826;Partido de Trenque Lauquen
AR;42147;Departamento de Trenel
AR;90112;Departamento de Trancas
AR;14168;Departamento de Totoral
AR;06819;Partido de Tornquist
AR;42140;Departamento de Toay
AR;10105;Departamento de Tinogasta
AR;38094;Departamento de Tilcara
AR;14161;Departamento de Tercero Arriba
AR;26105;Departamento de Telsen
AR;26098;Departamento de Tehuelches
AR;06798;Partido de Tapalqué
AR;38084;Departamento de Susques
AR;14154;Departamento de Sobremonte
AR;86189;Departamento de Silípica
AR;26091;Departamento de Sarmiento
AR;70105;Departamento de Sarmiento
AR;86182;Departamento de Sarmiento
AR;66161;Departamento de Santa Victoria
AR;50112;Departamento de Santa Rosa
AR;10098;Departamento de Santa Rosa
AR;14147;Departamento de Santa María
AR;10091;Departamento de Santa María
AR;70098;Departamento de Santa Lucía
AR;38077;Departamento de Santa Catalina
AR;38070;Departamento de Santa Bárbara
AR;94007;Departamento de Río Grande
AR;50105;Departamento de San Rafael
AR;38063;Departamento de San Pedro
AR;06763;Partido de San Nicolás
AR;50098;Departamento de San Martín
AR;74063;Departamento de Libertador General San Martín
AR;82126;Departamento de San Martín
AR;70091;Departamento de San Martín
AR;86175;Departamento de San Martín
AR;22147;Departamento de San Lorenzo
AR;82119;Departamento de San Lorenzo
AR;14140;Departamento de San Justo
AR;82112;Departamento de San Justo
AR;82105;San Jerónimo Department
AR;14133;Departamento de San Javier
AR;82091;Departamento de San Cristóbal
AR;50091;Departamento de San Carlos
AR;66154;Departamento de San Carlos
AR;46119;Departamento de San Blas de los Sauces
AR;62077;Departamento de San Antonio
AR;38056;Departamento de San Antonio
AR;14126;Departamento de San Alberto
AR;46126;Departamento de Sanagasta
AR;06714;Partido de Salto
AR;06721;Partido de Salliqueló
AR;86168;Departamento de Salavina
AR;06700;Partido de Saavedra
AR;66147;Departamento de Rosario de Lerma
AR;66140;Departamento de Rosario de la Frontera
AR;82084;Rosario Department
AR;06686;Partido de Rojas
AR;86161;Departamento de Robles
AR;06679;Partido de Rivadavia
AR;46070;Departamento de General Juan F. Quiroga
AR;70084;Departamento de Rivadavia
AR;50084;Departamento de Rivadavia
AR;86154;Departamento de Rivadavia
AR;66133;Departamento de Rivadavia
AR;26084;Departamento de Río Senguerr
AR;14119;Departamento de Río Segundo
AR;14112;Departamento de Río Seco
AR;14105;Departamento de Río Primero
