2509369;Zahara de los Atunes;ES;CA
2509370;Ensenada de Zahara;ES;
2509371;Zahara;ES;CA
2509372;Río Zagrilla;ES;CO
2509373;Zagrilla;ES;CO
2509374;Zagra;ES;GR
2509375;Zafra de Záncara;ES;CU
2509376;Sierra de Zafra;ES;CU
2509377;Zafra;ES;BA
2509378;Zafra;ES;A
2509379;Zafarraya;ES;GR
2509380;Sierra de Zafalgar;ES;CA
2509381;Sierra de Zacatín;ES;MU
2509382;Yunquera;ES;MA
2509383;Punta Yondal;ES;PM
2509384;Cerro Yezosa;ES;CR
2509385;Yetas de Abajo;ES;AB
2509386;Yeste;ES;AB
2509387;Arroyo del Yeso;ES;CA
2509388;Cerro de las Yeseras;ES;CA
2509389;Yepes;ES;TO
2509390;Yémeda;ES;CU
2509391;Sierra de Yelves;ES;BA
2509392;Sierra de Yeguas;ES;MA
2509393;Río de las Yeguas;ES;J
2509394;Río de las Yeguas;ES;CO
2509395;Laguna de las Yeguas;ES;CR
2509396;Laguna de las Yeguas;ES;GR
2509397;Yegen;ES;GR
2509398;Sierra de la Yedra;ES;GR
2509399;Cerro de la Yedra;ES;J
2509400;Arroyo de la Yedra;ES;TO
2509401;Arroyo de la Yedra;ES;MA
2509402;Yecla;ES;MU
2509403;Yéchar;ES;MU
2509404;Sierra de Yébenes;ES;TO
2509405;Ye;ES;GC
2509406;Yátova;ES;V
2509407;Yátor;ES;GR
2509408;Yaiza;ES;GC
2509409;Vueltas;ES;TF
2509410;Punta Vuelta del Toro;ES;TF
2509411;Volcán Nuevo;ES;GC
2509412;Punta del Volcán;ES;GC
2509413;Laguna de Vocesa;ES;SE
2509414;Víznar;ES;GR
2509415;Vizcota;ES;V
2509416;Vizcantar;ES;CO
2509417;Rambla de la Vizcaína;ES;GR
2509418;Arroyo de la Vizcaína;ES;SE
2509419;Viveros;ES;AB
2509420;Viver;ES;CS
2509421;Arroyo de la Vivarena;ES;MA
2509422;Rambla de la Viuda;ES;CS
2509423;Playa de la Viuda;ES;TF
2509424;Cabezo de la Viuda;ES;MU
2509425;Vites;ES;J
2509426;Vite;ES;MU
2509427;Vista Ramos;ES;TF
2509428;Vista Hermosa de la Cruz;ES;A
2509429;Vista Hermosa;ES;CO
2509430;Vista Hermosa;ES;CA
2509431;Vista Bella;ES;MU
2509432;Vista Alegre;ES;J
2509433;Vista Alegre;ES;J
2509434;Vista Alegre;ES;J
2509435;Vista Alegre;ES;H
2509436;Punta de la Vista;ES;TF
2509437;Viso del Marqués;ES;CR
2509438;Montaña del Viso;ES;GC
2509439;Llano del Viso;ES;GC
2509440;Cala Virgilia;ES;
2509441;Virgen de la Cabeza;ES;J
2509442;Virgen de Gracia;ES;CS
2509443;Rambla de la Virgen;ES;GR
2509444;Rambla de la Virgen;ES;V
2509445;Puerto de la Virgen;ES;CC
2509446;Viquejos;ES;MU
2509447;Viñuelas de Arriba;ES;CC
2509448;Viñuelas de Abajo;ES;CC
2509449;Arroyo de las Viñuelas;ES;GR
2509450;Viñuelas;ES;V
2509451;Viñuela;ES;MA
2509452;Montaña Vinijogre;ES;TF
2509453;Viña Vieja;ES;TF
2509454;Arroyo de las Viñas;ES;CO
2509455;Valle de Vinamar;ES;
2509456;Río Vinalopó;ES;A
2509457;Vinalesa;ES;V
2509458;Viña de Raja;ES;MU
2509459;Arroyo de Vilores;ES;CO
2509460;Estación de Villora;ES;CU
2509461;Cabeza de Villora;ES;CU
2509462;Villora;ES;CU
2509463;Villena;ES;A
2509464;Villegas;ES;AB
2509465;Villavieja;ES;CS
2509466;Villaviciosa de Córdoba;ES;CO
2509467;Villaverde y Pasaconsol;ES;CU
2509468;Villaverde del Río;ES;SE
2509469;Villaverde de Guadalimar;ES;AB
2509470;Villaverde;ES;AB
2509471;Villaverde;ES;GC
2509472;Villavaliente;ES;AB
2509473;Villatoya;ES;AB
2509474;Villatorcas;ES;CS
2509475;Villatobas;ES;TO
2509476;Villas Viejas;ES;CU
2509477;Villasequilla de Yepes;ES;TO
2509478;Estación de Villaseca y Mocejón;ES;TO
2509479;Villaseca de la Sagra;ES;TO
2509480;Villarta de San Juan;ES;CR
2509481;Villarta de los Montes;ES;BA
2509482;Rambla de Villarta;ES;CU
2509483;Puerto de Villarta;ES;CR
2509484;Villarta;ES;CU
2509485;Villarrubio;ES;CU
2509486;Villarrubia de Santiago;ES;TO
2509487;Villarrubia de los Ojos;ES;CR
2509488;Villarrubia;ES;CO
2509489;Río de Villarrodrigo;ES;J
2509490;Villarrodrigo;ES;J
2509491;Villarrobledo;ES;AB
2509492;Villarreal de San Carlos;ES;CC
2509493;Villarreal;ES;BA
2509494;Villarrasa;ES;H
2509495;Villaricos;ES;AL
2509496;Villargordo del Cabriel;ES;V
2509497;Villargordo;ES;J
2509498;Villar Gordo;ES;SE
2509499;Villares del Saz;ES;CU
2509500;Sierra de los Villares;ES;BA
2509501;Sierra de los Villares;ES;MU
2509502;Villares;ES;AB
2509503;Villarejo Seco;ES;CU
2509504;Arroyo de los Villarejos;ES;J
2509505;Villarejo-Periesteban;ES;CU
2509506;Villarejo de Montalbán;ES;TO
2509507;Villarejo de Fuentes;ES;CU
2509508;Villarejo;ES;AB
2509509;Vila-real;ES;CS
2509510;Villardompardo;ES;J
2509511;Villar de Ves;ES;AB
2509512;Villar de Tejas;ES;V
2509513;Villar de Rena;ES;BA
2509514;Villar de Olmos;ES;V
2509515;Villar del Saz de Arcas;ES;CU
2509516;Villar del Rey;ES;BA
2509517;Villar del Pozo;ES;CR
2509518;Villar del Pedroso;ES;CC
2509519;Villar del Humo;ES;CU
2509520;Villar del Arzobispo;ES;V
2509521;Villar del Águila;ES;CU
2509522;Villar de la Encina;ES;CU
2509523;Villar de Cuevas;ES;J
2509524;Villar de Chinchilla;ES;AB
2509525;Villar de Cantos;ES;CU
2509526;Villar de Cañas;ES;CU
2509527;Villarán;ES;SE
2509528;Villaralto;ES;CO
2509529;Rivera del Villar;ES;H
2509530;Estación del Villar;ES;AB
2509531;Barranco del Villar;ES;V
2509532;Arroyo del Villar;ES;J
2509533;Arroyo del Villar;ES;CO
2509534;Arroyo del Villar;ES;H
2509535;Villar;ES;SE
2509536;Arroyo de Villapalos;ES;TO
2509537;Villapalacios;ES;AB
2509538;Villanueva de Tapia;ES;MA
2509539;Villanueva de San Juan;ES;SE
2509540;Villanueva de San Carlos;ES;CR
2509541;Villanueva de Río Segura;ES;MU
2509542;Villanueva de Mesía;ES;GR
2509543;Villanueva del Trabuco;ES;MA
2509544;Villanueva del Rosario;ES;MA
2509545;Villanueva del Río y Minas;ES;SE
2509546;Villanueva del Río;ES;SE
2509547;Villanueva del Rey;ES;CO
2509548;Villanueva del Rey;ES;SE
2509549;Villanueva de los Castillejos;ES;H
2509550;Villanueva del Fresno;ES;BA
2509551;Villanueva del Duque;ES;CO
2509552;Villanueva de las Torres;ES;GR
2509553;Villanueva de la Serena;ES;BA
2509554;Villanueva de las Cruces;ES;H
2509555;Villanueva del Arzobispo;ES;J
2509556;Villanueva del Ariscal;ES;SE
2509557;Villanueva de la Reina;ES;J
2509558;Villanueva de la Jara;ES;CU
2509559;Río de Villanueva de la Fuente;ES;CR
2509560;Villanueva de la Fuente;ES;CR
2509561;Villanueva de la Concepción;ES;MA
2509562;Villanueva de Córdoba;ES;CO
2509563;Villanueva de Cauche;ES;MA
2509564;Villanueva de Castellón;ES;V
2509565;Villanueva de Bogas;ES;TO
2509566;Villanueva de Algaidas;ES;MA
2509567;Villanueva de Alcardete;ES;TO
2509568;Villanueva;ES;V
2509569;Villamuelas;ES;TO
2509570;Villaminaya;ES;TO
2509571;Villamiel de Toledo;ES;TO
2509572;Villamesías;ES;CC
2509573;Villamayor de Santiago;ES;CU
2509574;Villamayor de Calatrava;ES;CR
2509575;Villamartín;ES;CA
2509576;Vilamarxant;ES;V
2509577;Villamanrique de la Condesa;ES;SE
2509578;Villamanrique;ES;CR
2509579;Villamalur;ES;CS
2509580;Villamalea;ES;AB
2509581;Villaluenga del Rosario;ES;CA
2509582;Villalpardo;ES;CU
2509583;Villalonga;ES;V
2509584;Villalón;ES;CO
2509585;Villalgordo del Marquesado;ES;CU
2509586;Villalba de los Barros;ES;BA
2509587;Villalba del Alcor;ES;H
2509588;Villajoyosa;ES;A
2509589;Villahermosa;ES;CR
2509590;Villaharta;ES;CO
2509591;Villagordo del Júcar;ES;CU
2509592;Villagonzalo;ES;BA
2509593;Villagarcía del Llano;ES;CU
2509594;Villagarcía de la Torre;ES;BA
2509595;Sierra de Villafuerte;ES;MU
2509596;Villafranqueza;ES;A
2509597;Villafranca de los Caballeros;ES;TO
2509598;Villafranca de los Barros;ES;BA
2509599;Villafranca de Córdoba;ES;CO
2509600;Vilafranca de Bonany;ES;PM
2509601;Villaescusa de Haro;ES;CU
2509602;Villa de Ves;ES;AB
2509603;Villa del Río;ES;CO
2509604;Villa del Rey;ES;CC
2509605;Villa de Don Fadrique;ES;TO
2509606;Villacarrillo;ES;J
2509607;Es Castell;ES;PM
2509608;Villacañas;ES;TO
2509609;Villablanca;ES;H
2509610;Sierra de la Villa;ES;CU
2509611;Río de la Villa;ES;MA
2509612;Barranco de la Villa;ES;TF
2509613;Arroyo de la Villa;ES;CR
2509614;Arroyo de la Villa;ES;SE
2509615;Vilches;ES;J
2509616;Arroyo Vilanos;ES;GR
2509617;Vilaflor;ES;TF
2509618;Barranco de Vijigua;ES;TF
2509619;Rivera de la Viguera;ES;H
2509620;Arroyo de la Viguera;ES;H
2509621;El Jable de Vigocho;ES;GC
2509622;Vigia;ES;GC
2509623;Sierra del Viento;ES;SE
2509624;Sierra del Viento;ES;H
2509625;Punta del Viento;ES;TF
2509626;Punta del Viento;ES;GC
2509627;Punta del Viento;ES;TF
2509628;Punta del Viento;ES;GC
2509629;Pico del Viento;ES;GC
2509630;Cerro del Viento;ES;J
2509631;Puerto Viejo;ES;GC
2509632;Pico Viejo;ES;TF
2509633;Salinas Viejas;ES;AL
2509634;Río de Viejas;ES;CC
2509635;Punta de la Vieja;ES;GC
2509636;Pico de la Vieja;ES;TF
2509638;Cumbre Vieja;ES;TF
2509639;Sierra del Vidrio;ES;BA
2509640;Arroyo del Vidrio;ES;J
2509641;Llano de la Vida;ES;AB
2509642;Arroyo de la Vid;ES;CC
2509643;Arroyo de la Vid;ES;AB
2509644;Sierra de los Victorias;ES;MU
2509645;Playa de la Victoria;ES;CA
2509646;Vicorto;ES;AB
2509647;Cerro Vico;ES;AB
2509648;Barranco de los Vicentes;ES;GC
2509649;Sierra del Vicejo;ES;CR
2509650;Vícar;ES;AL
2509651;Vicácaro;ES;TF
2509652;Río Víboras;ES;J
2509653;Loma de las Víboras;ES;CO
2509654;Arroyo de las Víboras;ES;CO
2509655;Cerro Víbora;ES;CA
2509656;Arroyo de la Víbora;ES;SE
2509657;Arroyo de la Víbora;ES;SE
2509658;Arroyo de la Víbora;ES;SE
2509659;Arroyo de la Víbora;ES;SE
2509660;Viator;ES;AL
2509661;Arroyo Viarejo;ES;BA
2509662;Río Viar;ES;SE
2509663;Vianos;ES;AB
2509664;Cala Veya;ES;
2509665;Lucio de la Veta de la Palma;ES;SE
2509666;Vertientes Altas;ES;GR
2509667;Punta del Verodal;ES;
2509668;Cap Vermell;ES;
2509669;Vergel;ES;A
2509670;Cerro Vergara;ES;CA
2509671;Vergara;ES;GC
2509672;Veredas;ES;CR
2509673;Veredas;ES;H
2509674;Arroyo de la Verduga;ES;CO
2509675;Verdolay;ES;MU
2509676;Arroyo de Verdelpino;ES;CR
2509677;Arroyo del Verdelecho;ES;AL
2509678;Verdegás;ES;A
2509679;Río Verde;ES;V
2509680;Río Verde;ES;A
2509681;Río Verde;ES;GR
2509682;Río Verde;ES;GR
2509683;Río Verde;ES;MA
2509684;Punta del Verde;ES;SE
2509685;Punta Verda;ES;PM
2509686;Isla Verde;ES;CA
2509687;Isla Verde;ES;CA
2509688;Charco Verde;ES;
2509689;Cerro Verde;ES;GR
2509690;Vera de Erque;ES;TF
2509691;Punta de la Vera;ES;GC
2509692;Golfo de Vera;ES;
2509693;Vera;ES;AL
2509694;Río Veo;ES;CS
2509695;Cabo Ventoso;ES;
2509696;Ventosilla;ES;J
2509697;Sierra del Ventós;ES;A
2509698;Ventorro del Negro;ES;SE
2509699;Islote del Ventorrillo;ES;MU
2509700;Arroyo de Ventogil;ES;CO
2509701;Laguna Vento;ES;H
2509702;Ventillas;ES;CR
2509703;Arroyo de la Ventilla;ES;MA
2509704;Ventavieja;ES;TO
2509705;Venta Valero;ES;GR
2509706;Arroyo de Ventas Nuevas;ES;CO
2509707;Ventas de Zafarraya;ES;GR
2509708;Ventas de Poyo;ES;V
2509709;Ventas del Carrizal;ES;J
2509710;Ventas de Huelma;ES;GR
2509711;Ventas de Arriba;ES;H
2509712;Ventas de Alcolea;ES;AB
2509713;Ventas con Peña Aguilera;ES;TO
2509714;Caño de Venta Rivera;ES;SE
2509715;Venta Quinquiller;ES;V
2509716;Venta Quemada;ES;GR
2509717;Venta Nueva;ES;J
2509718;Venta Nueva;ES;GR
2509719;Venta Nueva;ES;GR
2509720;Venta de Micena;ES;GR
2509721;Venta de Mendoza;ES;AB
2509722;Venta del Relleno;ES;GR
2509723;Venta del Rebollar;ES;V
2509724;Venta del Pulgar;ES;GR
2509725;Venta del Puerto;ES;CO
2509726;Venta del Potro;ES;V
2509727;Venta de los Santos;ES;J
2509728;Venta del Moro;ES;V
2509729;Venta del Llano;ES;J
2509730;Venta del Fraile;ES;GR
2509731;Venta del Charco;ES;J
2509732;Venta de la Virgen;ES;MU
2509733;Venta de las Palas;ES;MU
2509734;Venta del Alto;ES;SE
2509735;Arroyo de la Venta de la Inés;ES;CR
2509736;Arroyo de la Venta de la Cruz;ES;CO
2509737;Venta de Cazulas;ES;GR
2509738;Venta de Cárdenas;ES;CR
2509739;Arroyo de la Venta de Andino;ES;SE
2509740;Venta de Alhama;ES;AB
2509741;Venta Cabrera;ES;J
2509742;Venta Baja;ES;GR
2509743;Venta Alta;ES;GR
2509744;Sierra de la Venta;ES;CC
2509745;Río de la Venta;ES;MA
2509746;Puerto de la Venta;ES;CA
2509747;Estación de Venta;ES;H
2509748;Cerro de la Venta;ES;GR
2509749;Arroyo de la Venta;ES;CR
2509750;Arroyo de la Venta;ES;BA
2509751;Arroyo de la Venta;ES;CR
2509752;Arroyo de la Venta;ES;MA
2509753;Arroyo de la Venta;ES;GR
2509754;Venta;ES;J
2509755;Punta d'es Vent;ES;
2509756;Torrente d'en Vengui;ES;PM
2509757;Arroyo del Venero;ES;CR
2509758;Barranco de Veneguera;ES;GC
2509759;Playa de Venecia;ES;V
2509760;Río Vendoval;ES;BA
2509761;Arroyo Vendoval;ES;BA
2509762;Montaña del Vendaval;ES;TF
2509763;Venda Balafi;ES;PM
2509764;Arroyo Vencherque;ES;CU
2509765;Loma del Vellón;ES;CO
2509766;Velilla;ES;GR
2509767;Velhoco;ES;TF
2509768;Velez Rubio;ES;AL
2509769;Vélez-Málaga;ES;MA
2509770;Peñón de Vélez de la Gomera;ES;
2509771;Vélez de Benaudalla;ES;GR
2509772;Vélez-Blanco;ES;AL
2509773;Río Vélez;ES;MU
2509774;Río Vélez;ES;MA
2509775;Veleta;ES;GR
2509776;Río del Velerín;ES;MA
2509777;Cerro del Velerín;ES;MA
2509778;Velerda;ES;GR
2509779;Velefique;ES;AL
2509780;Sierra de la Velasca;ES;CR
2509781;Velada;ES;TO
2509782;Piedra de la Vela;ES;TF
2509783;Vejer de la Frontera;ES;CA
2509784;Rambla de las Veinticuatro;ES;V
2509785;Arroyo de las Veguillas;ES;CO
2509786;Veguillas;ES;J
2509787;Arroyo de la Veguilla;ES;CU
2509788;Arroyo de la Veguilla;ES;CU
2509789;Arroyo de la Veguilla;ES;CR
2509790;Vega Vieja;ES;TO
2509791;Vegas de Tegoyo;ES;GC
2509792;Arroyo de las Vegas;ES;CA
2509793;Regato de Vegamorena;ES;BA
2509794;Barranco de Vega Lucera;ES;H
2509795;Vegallera;ES;AB
2509796;Vega de Torralba;ES;J
2509797;Charca de la Vega de Santa María;ES;BA
2509798;Vega de San Miguel;ES;J
2509799;Vega de San Mateo;ES;GC
2509800;Vega de Río de Palmas;ES;GC
2509801;Vega de los Hatos;ES;H
2509802;Vega de la Higuera;ES;J
2509803;Vega de Granada;ES;GR
2509804;Charca de Vega Alta;ES;CC
2509805;Río de la Vega;ES;CU
2509806;Río de la Vega;ES;AB
2509807;Río de la Vega;ES;J
2509808;Río de la Vega;ES;CA
2509809;Rambla de la Vega;ES;V
2509810;Arroyo de la Vega;ES;CU
2509811;Arroyo de la Vega;ES;CU
2509812;Arroyo de la Vega;ES;CU
2509813;Arroyo de la Vega;ES;AB
2509814;Arroyo de la Vega;ES;H
2509815;Vega;ES;J
2509816;Río del Vedut;ES;V
2509817;Illa es Vedra;ES;PM
2509818;Río Varas;ES;CO
2509819;Vara de Rey;ES;CU
2509820;Arroyo del Vaquillero;ES;CO
2509821;Puerto de la Vaquilla;ES;BA
2509822;Arroyo Vaquero;ES;BA
2509823;Arroyo Vaquero;ES;MA
2509824;Rambla de los Vaquerizos;ES;AB
2509825;Arroyo de la Vaqueriza;ES;H
2509826;Sierra Vaquera;ES;CA
2509827;Loma de la Vaquera;ES;CO
2509828;Vandelaras de Arriba;ES;AB
2509829;Vandelaras de Abajo;ES;AB
2509830;Vanacloig;ES;V
2509831;Valverdejo;ES;CU
2509832;Valverde de Mérida;ES;BA
2509833;Valverde de Llerena;ES;BA
2509834;Valverde de Leganés;ES;BA
2509835;Valverde del Camino;ES;H
2509836;Valverde de Júcar;ES;CU
2509837;Valverde de Burguillos;ES;BA
2509838;Valverde Bajo;ES;A
2509839;Valverde Alto;ES;A
2509840;Valverde;ES;CR
2509841;Valverde;ES;TF
2509842;Arroyo Valvedillo;ES;CC
2509843;Arroyo de Valtravieso;ES;CC
2509844;Arroyo de Valtravieso;ES;J
2509845;Valtajos;ES;CC
2509846;Valsequillo de Gran Canaria;ES;GC
2509847;Valsequillo;ES;CO
2509848;Arroyo de las Valsecas;ES;BA
2509849;Arroyo de Valquemado;ES;SE
2509850;Arroyo de Valquemado;ES;H
2509851;Laguna de Valparaíso;ES;CR
2509852;Arroyo de Valor;ES;AL
2509853;Válor;ES;GR
2509854;Valmojado;ES;BA
2509855;Arroyo Valmayorejo;ES;CO
2509856;Río Valmayor;ES;J
2509857;Arroyo de Valmayor;ES;BA
2509858;Laguna Valluncosa;ES;H
2509859;Vallongas;ES;A
2509860;Vallonga;ES;A
2509861;Barranco de Vallmelós;ES;V
2509862;Río Valleseta;ES;A
2509863;Valle Seco;ES;TF
2509864;Valleseco;ES;GC
2509865;Valles de Ortega;ES;GC
2509866;Valles de Carrasco;ES;H
2509867;Vallesa de Mandor;ES;V
2509868;Arroyo de los Valles;ES;CR
2509869;Vallés;ES;V
2509870;Charca de Valle Real;ES;BA
2509871;Vallequemado;ES;GR
2509872;Barranco Vallejo Hondo;ES;V
2509873;Vallejo Hondo;ES;CU
2509874;Vallejo de los Muertos;ES;CU
2509875;Vallejo de la Simarra;ES;CU
2509876;Arroyo del Vallejo;ES;CU
2509877;Arroyo del Vallejo;ES;CR
2509878;Vallejas;ES;CA
2509879;Arroyo del Valle Horadado;ES;BA
2509880;Arroyo de Vallehondo;ES;TO
2509881;Arroyo de Vallehondo;ES;CC
2509882;Arroyo de Vallehondo;ES;SE
2509883;Valle-Hondo;ES;BA
2509884;Arroyo de Vallehermoso;ES;TO
2509885;Vallehermoso;ES;BA
2509886;Bahía de Vallehermosa;ES;
2509887;Vallehermosa;ES;TF
2509888;Valle Grande;ES;TF
2509889;Valle de Travadell;ES;A
2509890;Valle de Santa Inés;ES;GC
2509891;Valle de Santa Ana;ES;BA
2509892;Valle de San Lorenzo;ES;TF
2509893;Punta del Valle de San Andrés;ES;TF
2509894;Valle de Matamoros;ES;BA
2509895;Arroyo del Valle del Robledillo;ES;CR
2509896;Arroyo del Valle del Horcajo;ES;CR
2509897;Arroyo del Valle del Cura;ES;CR
2509898;Arroyo del Valle de la Zarza;ES;CR
2509899;Arroyo del Valle de la Viuda;ES;CR
2509900;Arroyo del Valle de las Ventas;ES;BA
2509901;Sierra del Valle de las Huertas;ES;CR
2509902;Valle de la Serena;ES;BA
2509903;Valle del Álamo;ES;H
2509904;Valle de la Cruz;ES;BA
2509905;Valle de Jaqua;ES;TF
2509906;Arroyo de Valle de Huebras;ES;AB
2509907;Valleguerra;ES;TF
2509908;Valle de Ceta;ES;A
2509909;Valle de Arriba;ES;TF
2509910;Valle de Abdalagís;ES;MA
2509911;Valle Crispin;ES;TF
2509912;Ensenada de Valle Corto;ES;GC
2509913;Valle Brosque;ES;TF
2509914;Vallebrón;ES;GC
2509915;Valle Blanco;ES;SE
2509916;Sierra del Valle;ES;CA
2509917;Río del Valle;ES;CA
2509918;Barranco del Valle;ES;
2509919;Arroyo del Valle;ES;TO
2509920;Arroyo del Valle;ES;TO
2509921;Arroyo del Valle;ES;CO
2509922;Arroyo del Valle;ES;CO
2509923;Arroyo del Valle;ES;SE
2509924;Arroyo del Valle;ES;CA
2509925;Arroyo de Valle;ES;J
2509926;Estación de Valldigna;ES;V
2509927;la Vall d'Uixó;ES;CS
2509928;Cala de Valldemosa;ES;
2509929;Valldemossa;ES;PM
2509930;Vall de Ebo;ES;A
2509931;Cala Vall de Bòquer;ES;PM
2509932;Vall de Almonacid;ES;CS
2509933;Valladolises;ES;MU
2509934;Vallada;ES;V
2509935;Punta Val Jaro;ES;TF
2509936;Arroyo de Valhondo;ES;J
2509937;Valhermoso de la Fuente;ES;CU
2509938;Arroyo de Valhermoso;ES;CU
2509939;Valeria;ES;CU
2509940;Valera de Arriba;ES;CU
2509941;Valera de Abajo;ES;CU
2509942;Valenzuela de Calatrava;ES;CR
2509943;Valenzuela;ES;J
2509944;Valenzuela;ES;CO
2509945;Valentín;ES;MU
2509946;Valencina de la Concepción;ES;SE
2509947;Valencia del Ventoso;ES;BA
2509948;Valencia del Mombuey;ES;BA
2509949;Valencia de las Torres;ES;BA
2509950;Valencia de Alcántara;ES;CC
2509951;Província de València;ES;V
2509952;Golfo de Valencia;ES;
2509953;Valencia;ES;V
2509954;Valencia;ES;V
2509955;Sierra de Valdoro;ES;CR
2509956;Playa de los Valdivias;ES;GC
2509957;Arroyo de Valdivia;ES;MA
2509958;Valdezufre;ES;H
2509959;Arroyo de Valdezarza;ES;CR
2509960;Puerto de Valdeyerno;ES;TO
2509961;Valdeverdeja;ES;TO
2509962;Ensenada de Valdevaqueros;ES;CA
2509963;Arroyo de Valdetriguero;ES;CR
2509964;Valdetorres;ES;BA
2509965;Arroyo de Valdespino;ES;TO
2509966;Valdespinar;ES;CC
2509967;Arroyo de Valdespera;ES;CA
2509968;Barranco de Valdesotella;ES;H
2509969;Arroyo de Valdesimón;ES;TO
2509970;Arroyo de Valdesilos;ES;BA
2509971;Arroyo de Valdesevilla;ES;BA
2509972;Cerros de Valdesequera;ES;BA
2509973;Regato de Valdesauce;ES;BA
2509974;Valdés;ES;MA
2509975;Valderrubio;ES;GR
2509976;Arroyo de Valderromero;ES;CO
2509977;Charca de Valderrey;ES;CC
2509978;Valderas;ES;MU
2509979;Arroyo de Valdepuercas;ES;TO
2509980;Valdepeñas de Jaén;ES;J
2509981;Arroyo de Valdepeñas;ES;CO
2509982;Valdepeñas;ES;CR
2509983;Valdepeñas;ES;CR
2509984;Collado de Valdenmedio;ES;BA
2509985;Arroyo de Valdenmedio;ES;BA
2509986;Valdemorales;ES;CC
2509987;Arroyo de Valdemembrillo;ES;BA
2509988;Arroyo de Valdemedel;ES;BA
2509989;Valdemarín;ES;J
2509990;Valdemanzanos;ES;GR
2509991;Valdemanco del Esteras;ES;CR
2509992;Barranco de Valdelosgamos;ES;CR
2509993;Laguna de Val del Ojo;ES;SE
2509994;Arroyo de Valdelobos;ES;BA
2509995;Arroyo de Valdelobitos;ES;CR
2509996;Arroyo de Valdelloso;ES;J
2509997;Dehesa de Valdelinfierno;ES;CU
2509998;Valdelentisco;ES;MU
2509999;Arroyo de Valdelazadón;ES;CR
2510000;Valdelarco;ES;H
2510001;Valdelamusa;ES;H
2510002;Arroyo de Valdelamadera;ES;CR
2510003;Arroyo de Valdelagrana;ES;BA
2510004;Arroyo de Valdelagrana;ES;J
2510005;Arroyo de Valdelagata;ES;CR
2510006;Arroyo de Valdeladrillas;ES;CO
2510007;Valdelacasa de Tajo;ES;CC
2510008;Valdelacanal;ES;H
2510009;Río de Valdejudíos;ES;CU
2510010;Arroyo de Valdejudíos;ES;H
2510011;Río Valdeinfierno;ES;GR
2510012;Pantano de Valdeinfierno;ES;MU
2510013;Arroyo de Valdeinfierno;ES;CA
2510014;Arroyo de Valdeibáñez;ES;CR
2510015;Valdehúncar;ES;CC
2510016;Río de Valdehornos;ES;CR
